Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	M_green->red	lnL
33884	0.018038	0.026694	0.003226	0.003430	0.584770	-3507.251
33888	0.021625	0.031748	0.002946	0.003437	0.747962	-3495.663
33892	0.017192	0.022198	0.001710	0.002903	0.629354	-3516.373
33896	0.015338	0.019220	0.002759	0.002633	0.776691	-3509.367
33900	0.014870	0.020408	0.002228	0.002633	0.527243	-3516.706
33904	0.017641	0.021296	0.001689	0.003454	0.520002	-3504.851
33908	0.018490	0.017957	0.001347	0.002845	0.552377	-3509.943
33912	0.016164	0.021715	0.001385	0.002839	0.477864	-3518.519
33916	0.015999	0.023534	0.001428	0.002839	0.547940	-3507.454
33920	0.018324	0.027738	0.000908	0.003427	0.795140	-3511.857
33924	0.019249	0.020603	0.000725	0.002985	0.740185	-3503.214
33928	0.019144	0.018512	0.000728	0.002985	0.413382	-3478.491
33932	0.022744	0.017323	0.001527	0.003618	0.975350	-3498.826
33936	0.023914	0.023667	0.001258	0.003618	0.774390	-3509.134
33940	0.025410	0.026980	0.001538	0.003896	0.563530	-3493.626
33944	0.019075	0.022110	0.001508	0.002967	0.424851	-3509.598
33948	0.017868	0.020574	0.001409	0.002967	0.644650	-3525.979
33952	0.016649	0.021564	0.002903	0.002967	0.940998	-3517.449
33956	0.015876	0.022888	0.001635	0.002849	0.525794	-3510.725
33960	0.017572	0.021212	0.001984	0.003287	0.766619	-3508.154
33964	0.019338	0.019970	0.000869	0.003287	0.505267	-3489.577
33968	0.015536	0.018030	0.001111	0.002676	0.548903	-3491.729
33972	0.016170	0.026303	0.000954	0.002676	0.655779	-3490.219
33976	0.017246	0.026160	0.001426	0.003115	0.622691	-3492.361
33980	0.020308	0.027824	0.002034	0.003489	0.588685	-3487.734
33984	0.022347	0.029195	0.004656	0.003489	0.766033	-3493.001
33988	0.022102	0.021321	0.003470	0.003257	0.863050	-3506.688
33992	0.022812	0.020246	0.001561	0.003257	0.762196	-3520.597
33996	0.024082	0.016134	0.002415	0.003257	0.580315	-3513.952
34000	0.024431	0.017526	0.001816	0.003347	0.388018	-3510.504
34004	0.024572	0.028325	0.003051	0.003347	0.562817	-3520.101
34008	0.025826	0.023872	0.002632	0.003347	0.548959	-3531.283
34012	0.025043	0.022093	0.003178	0.003667	0.548959	-3512.182
34016	0.019905	0.019090	0.002237	0.002997	0.641621	-3505.700
34020	0.022480	0.019086	0.001452	0.003451	0.670816	-3506.604
34024	0.020500	0.017162	0.000847	0.003451	0.978359	-3509.978
34028	0.022902	0.025972	0.000947	0.003845	0.489037	-3497.715
34032	0.027427	0.030071	0.001813	0.004264	0.555236	-3508.931
34036	0.024023	0.029105	0.001305	0.003817	0.726886	-3518.821
34040	0.024911	0.024703	0.002164	0.003764	0.592532	-3529.545
34044	0.018003	0.022256	0.002259	0.003114	0.592532	-3514.840
34048	0.015729	0.022584	0.002037	0.002604	0.488292	-3524.261
34052	0.014900	0.018469	0.001263	0.002388	0.409406	-3502.649
34056	0.011598	0.016239	0.001438	0.002055	0.481414	-3501.186
34060	0.011805	0.021223	0.001969	0.002128	0.918040	-3504.662
34064	0.010902	0.014758	0.001920	0.002025	0.865369	-3519.270
34068	0.011028	0.015687	0.001055	0.002025	0.786521	-3508.136
34072	0.012601	0.017345	0.001387	0.002434	0.502465	-3519.682
34076	0.010339	0.013981	0.000929	0.002034	0.502465	-3526.824
34080	0.012048	0.014587	0.001259	0.002348	0.789786	-3523.417
34084	0.012084	0.013970	0.001074	0.002348	0.652976	-3528.690
34088	0.014309	0.012742	0.001216	0.002822	0.697388	-3523.832
34092	0.016699	0.014726	0.001835	0.003225	0.608615	-3517.655
34096	0.014971	0.013669	0.000725	0.003225	0.528269	-3509.476
34100	0.016939	0.013794	0.000668	0.002971	0.528269	-3504.990
34104	0.017209	0.021355	0.000934	0.003596	0.895794	-3523.106
34108	0.014401	0.020350	0.001238	0.003011	0.588459	-3518.416
34112	0.015210	0.019752	0.000789	0.003011	0.439212	-3501.364
34116	0.014276	0.020660	0.000734	0.002608	0.520086	-3486.314
34120	0.016176	0.021063	0.001256	0.002608	0.548097	-3511.148
34124	0.018183	0.021175	0.001409	0.002923	0.641442	-3490.037
34128	0.015362	0.018228	0.001187	0.002575	0.891562	-3519.535
34132	0.013892	0.022362	0.001194	0.002575	0.623407	-3524.127
34136	0.017435	0.024701	0.002440	0.003087	0.440755	-3528.792
34140	0.017461	0.028180	0.002504	0.003087	0.533311	-3514.104
34144	0.021115	0.027434	0.002182	0.003609	0.533311	-3511.880
34148	0.016880	0.022176	0.002431	0.002984	0.533311	-3494.752
34152	0.018155	0.024832	0.003146	0.002984	0.662329	-3500.612
34156	0.019747	0.027577	0.002272	0.003318	0.481294	-3493.460
34160	0.019880	0.030291	0.001969	0.003384	0.574463	-3481.819
34164	0.024441	0.036513	0.002950	0.003938	0.566378	-3502.815
34168	0.013973	0.017752	0.001870	0.002342	0.735516	-3506.672
34172	0.013108	0.018314	0.001079	0.002171	0.439970	-3501.179
34176	0.014897	0.021993	0.001460	0.002472	0.357427	-3511.574
34180	0.016281	0.021259	0.001087	0.002822	0.426819	-3511.541
34184	0.012469	0.018657	0.002037	0.002524	0.627525	-3500.944
34188	0.014616	0.021540	0.001732	0.002631	0.548713	-3474.769
34192	0.014135	0.020160	0.001949	0.002631	0.513155	-3497.234
34196	0.012792	0.024473	0.001961	0.002631	0.339217	-3480.250
34200	0.016028	0.021133	0.001699	0.003112	0.434221	-3512.314
34204	0.012406	0.017931	0.003154	0.002622	0.408636	-3501.036
34208	0.012125	0.021430	0.003855	0.002622	0.396164	-3497.654
34212	0.013706	0.020687	0.002702	0.002622	0.538235	-3492.543
34216	0.015394	0.020242	0.002039	0.002622	0.592081	-3502.394
34220	0.012103	0.015339	0.001576	0.002328	0.676023	-3503.010
34224	0.014328	0.018815	0.002424	0.002644	0.676023	-3491.340
34228	0.015469	0.017632	0.001476	0.002763	0.510236	-3488.226
34232	0.012960	0.015861	0.000987	0.002234	0.685554	-3489.585
34236	0.012630	0.018118	0.001858	0.002234	0.883947	-3492.355
34240	0.012210	0.011749	0.001379	0.001820	0.328337	-3469.078
34244	0.010706	0.013744	0.002129	0.001820	0.705750	-3487.393
34248	0.010713	0.013809	0.002152	0.001820	0.549054	-3520.371
34252	0.010129	0.013925	0.002884	0.001820	0.843918	-3496.520
34256	0.013288	0.015717	0.002873	0.001913	0.587230	-3515.324
34260	0.013273	0.017039	0.002460	0.001913	0.587230	-3483.038
34264	0.013363	0.020594	0.002234	0.001974	0.767801	-3503.965
34268	0.015357	0.020474	0.002758	0.001927	0.544528	-3501.171
34272	0.013261	0.014403	0.002268	0.001862	0.568879	-3494.326
34276	0.014743	0.016244	0.002667	0.002280	0.762340	-3492.831
34280	0.017725	0.021861	0.003672	0.002583	0.762340	-3516.672
34284	0.015685	0.014980	0.003106	0.002189	0.655650	-3517.831
34288	0.015675	0.015906	0.002200	0.002189	1.048526	-3504.981
34292	0.015968	0.017048	0.001821	0.002189	0.803622	-3498.405
34296	0.016822	0.016574	0.002471	0.002189	1.063518	-3501.563
34300	0.014811	0.017675	0.005533	0.002189	0.892107	-3490.653
34304	0.014528	0.013550	0.003571	0.001984	1.010221	-3510.807
34308	0.012363	0.013646	0.002396	0.001720	0.665361	-3501.845
34312	0.012971	0.016314	0.001889	0.001720	0.662824	-3504.495
34316	0.014136	0.017074	0.002367	0.002146	0.846684	-3505.272
34320	0.014335	0.021129	0.002185	0.002146	0.877547	-3500.909
34324	0.013134	0.019273	0.002596	0.002146	0.505299	-3507.172
34328	0.015845	0.024865	0.004120	0.002616	1.122387	-3503.998
34332	0.016386	0.026044	0.003308	0.002616	0.723888	-3518.327
34336	0.018326	0.029227	0.003519	0.003161	0.391417	-3528.299
34340	0.011221	0.019282	0.001586	0.002227	0.529796	-3508.621
34344	0.012864	0.027595	0.001098	0.002705	0.850299	-3503.732
34348	0.011850	0.016043	0.001388	0.002323	0.460329	-3498.949
34352	0.013898	0.021813	0.000924	0.002822	0.670609	-3501.438
34356	0.013699	0.027618	0.001584	0.003003	0.670609	-3510.265
34360	0.015193	0.022875	0.001800	0.002882	0.615986	-3517.367
34364	0.016795	0.020606	0.001605	0.002952	0.904920	-3499.455
34368	0.018422	0.022038	0.001266	0.002952	0.740798	-3503.441
34372	0.016387	0.024882	0.001175	0.002833	0.731446	-3511.471
34376	0.017877	0.022414	0.001771	0.003092	0.575391	-3506.078
34380	0.017757	0.028520	0.001542	0.003092	0.610639	-3493.469
34384	0.020992	0.030133	0.001857	0.003772	0.965579	-3490.219
34388	0.014525	0.024007	0.001256	0.002730	0.965579	-3505.402
34392	0.015767	0.026442	0.001269	0.002865	0.886838	-3507.194
34396	0.015698	0.021525	0.000974	0.002865	0.675080	-3495.719
34400	0.014597	0.022302	0.002357	0.002946	0.405424	-3525.741
34404	0.013958	0.017923	0.001427	0.002741	0.637311	-3505.227
34408	0.013999	0.022093	0.001554	0.002829	0.637311	-3510.231
34412	0.015597	0.027663	0.002026	0.003033	0.599819	-3545.343
34416	0.014236	0.028115	0.002225	0.002799	0.872233	-3543.817
34420	0.015012	0.022829	0.002094	0.002799	0.758496	-3515.591
34424	0.012573	0.019312	0.001718	0.002799	0.457844	-3526.765
34428	0.019469	0.020950	0.002542	0.003489	0.471079	-3540.554
34432	0.017890	0.024704	0.002082	0.003413	0.437248	-3506.775
34436	0.022643	0.024744	0.002049	0.004110	0.492712	-3522.809
34440	0.021930	0.026997	0.001659	0.004100	0.516993	-3532.753
34444	0.017672	0.028973	0.001820	0.003537	0.662297	-3507.558
34448	0.017930	0.024912	0.001225	0.003294	0.669695	-3540.039
34452	0.018421	0.021894	0.001452	0.003145	0.669695	-3526.882
34456	0.018980	0.027116	0.001017	0.003145	0.498956	-3538.803
34460	0.019861	0.026803	0.000927	0.003145	0.722281	-3538.068
34464	0.017865	0.024207	0.001100	0.002954	0.459389	-3536.205
34468	0.013863	0.017443	0.001394	0.002518	0.527595	-3516.832
34472	0.014939	0.019123	0.001737	0.002533	0.686429	-3541.029
34476	0.015250	0.018641	0.001232	0.002533	0.901299	-3538.309
34480	0.014725	0.014494	0.001658	0.002533	0.600667	-3519.225
34484	0.015138	0.021477	0.001302	0.002950	0.425236	-3523.841
34488	0.012468	0.013010	0.001087	0.002482	0.425236	-3498.856
34492	0.013343	0.021790	0.000731	0.002482	0.758697	-3500.326
34496	0.011649	0.015850	0.001174	0.002052	0.758697	-3505.133
34500	0.013514	0.015428	0.002453	0.002358	0.506154	-3510.870
34504	0.012342	0.015740	0.002116	0.002381	0.432128	-3539.178
34508	0.011661	0.015817	0.001386	0.002381	0.654250	-3505.245
34512	0.010748	0.013553	0.001769	0.002381	0.557433	-3506.466
34516	0.010457	0.015975	0.000805	0.002151	0.790235	-3506.538
34520	0.014976	0.017461	0.002339	0.002620	0.921748	-3490.240
34524	0.014872	0.017734	0.003542	0.002620	0.654048	-3498.725
34528	0.014806	0.019400	0.002224	0.002281	0.515471	-3503.132
34532	0.015767	0.025425	0.001605	0.002738	0.636400	-3504.941
34536	0.020741	0.032585	0.001675	0.003904	0.636400	-3495.653
34540	0.018446	0.036425	0.001445	0.003597	0.661699	-3493.464
34544	0.020838	0.029628	0.001882	0.003597	1.124147	-3513.618
34548	0.021022	0.027672	0.001266	0.003597	0.794760	-3503.890
34552	0.020634	0.023364	0.001659	0.003654	0.710571	-3511.446
34556	0.016277	0.020826	0.001564	0.003027	1.008368	-3508.911
34560	0.015487	0.026760	0.002122	0.003027	0.870970	-3517.963
34564	0.016700	0.024605	0.002179	0.003027	0.846836	-3513.892
34568	0.017433	0.024982	0.002040	0.003027	0.846836	-3495.823
34572	0.012654	0.021188	0.001845	0.002311	0.602659	-3527.771
34576	0.013581	0.020369	0.001584	0.002420	0.530163	-3513.094
34580	0.013579	0.017830	0.001247	0.002593	0.400159	-3509.300
34584	0.015686	0.021038	0.002253	0.003157	0.541895	-3488.886
34588	0.013205	0.018591	0.002557	0.002632	0.493671	-3512.234
34592	0.014019	0.015008	0.001520	0.002604	0.444697	-3522.664
34596	0.014368	0.019894	0.001492	0.002799	0.722123	-3518.448
34600	0.016903	0.027577	0.002899	0.003479	0.479115	-3500.642
34604	0.017405	0.022039	0.002047	0.003479	0.422561	-3510.069
34608	0.014918	0.026322	0.002509	0.003479	0.301195	-3497.243
34612	0.013106	0.019729	0.001982	0.003112	0.435344	-3510.368
34616	0.014062	0.028463	0.002781	0.003317	0.551177	-3472.460
34620	0.019139	0.024798	0.004245	0.004403	0.734200	-3492.225
34624	0.020670	0.026341	0.003198	0.004403	0.483204	-3496.658
34628	0.024199	0.029715	0.003163	0.004985	0.483204	-3495.861
34632	0.020222	0.022111	0.001717	0.004057	0.577996	-3497.221
34636	0.028845	0.027077	0.001399	0.004626	0.471689	-3509.051
34640	0.024944	0.028198	0.001051	0.004132	0.519019	-3519.235
34644	0.019920	0.027254	0.001577	0.003493	0.667101	-3507.742
34648	0.019351	0.024239	0.002004	0.003462	0.617492	-3490.828
34652	0.018789	0.024040	0.001236	0.003462	0.411457	-3495.078
34656	0.018074	0.024342	0.001458	0.003409	0.639070	-3498.764
34660	0.017830	0.023284	0.001038	0.003754	0.465743	-3496.918
34664	0.016634	0.027791	0.001151	0.003791	0.630056	-3497.248
34668	0.014657	0.019981	0.001642	0.003238	0.470641	-3479.659
34672	0.014809	0.024863	0.002350	0.003284	0.524797	-3482.763
34676	0.014825	0.024031	0.002708	0.003284	0.524797	-3500.165
34680	0.018250	0.029120	0.002627	0.003894	0.675322	-3499.549
34684	0.021021	0.023745	0.001376	0.004123	0.675322	-3507.670
34688	0.018034	0.025342	0.001456	0.003650	0.431299	-3513.894
34692	0.015774	0.025802	0.001171	0.003650	0.729941	-3488.781
34696	0.015002	0.023846	0.001024	0.004274	0.449850	-3483.939
34700	0.016135	0.024834	0.000807	0.004274	0.415960	-3499.739
34704	0.018678	0.032440	0.000793	0.004229	0.745995	-3497.730
34708	0.018387	0.023665	0.001254	0.003948	0.783824	-3501.595
34712	0.020047	0.020511	0.001971	0.004085	0.783824	-3494.105
34716	0.017467	0.027282	0.001774	0.004085	0.462321	-3497.365
34720	0.025665	0.037189	0.003848	0.006044	0.606919	-3502.906
34724	0.023108	0.027808	0.001134	0.005153	0.621665	-3480.809
34728	0.023627	0.049833	0.002526	0.005872	0.447314	-3498.331
34732	0.024345	0.033523	0.001802	0.005872	0.355126	-3501.631
34736	0.023051	0.040238	0.001958	0.005872	0.504934	-3515.700
34740	0.017256	0.030002	0.001106	0.004918	0.570188	-3508.169
34744	0.016535	0.027710	0.000755	0.004918	0.570188	-3518.231
34748	0.012689	0.026375	0.000809	0.004386	0.523719	-3526.064
34752	0.013394	0.032427	0.001137	0.004386	0.420909	-3537.299
34756	0.010946	0.027956	0.000873	0.003945	0.600384	-3518.773
34760	0.012298	0.027346	0.000799	0.003945	0.546649	-3517.736
34764	0.011729	0.025791	0.001289	0.003945	0.546649	-3518.013
34768	0.009207	0.025742	0.001101	0.003443	0.726944	-3514.338
34772	0.008307	0.018435	0.001063	0.002823	0.726944	-3520.081
34776	0.008364	0.019094	0.001207	0.002823	0.877748	-3526.950
34780	0.011310	0.024525	0.001297	0.003789	0.526699	-3524.293
34784	0.009477	0.019883	0.002021	0.003208	0.852796	-3507.937
34788	0.009797	0.022043	0.002924	0.003208	0.612239	-3512.461
34792	0.012171	0.018442	0.001251	0.003208	0.586531	-3517.373
34796	0.011433	0.019358	0.001491	0.003235	0.709055	-3525.418
34800	0.014102	0.020971	0.001218	0.003616	0.895908	-3539.857
34804	0.014282	0.019984	0.001223	0.003356	0.617826	-3528.179
34808	0.015725	0.024108	0.002134	0.004619	0.498552	-3539.026
34812	0.012012	0.017976	0.001280	0.003760	0.498552	-3512.399
34816	0.013157	0.021655	0.002019	0.003871	0.498552	-3541.280
34820	0.014229	0.021193	0.001029	0.003871	0.442332	-3521.172
34824	0.012911	0.022263	0.001619	0.003871	0.646336	-3515.181
34828	0.014654	0.022613	0.002689	0.004542	0.435333	-3527.068
34832	0.014530	0.026420	0.003180	0.004874	0.540760	-3526.857
34836	0.016812	0.025697	0.001499	0.004874	0.448176	-3518.261
34840	0.017513	0.022915	0.001106	0.004709	0.444625	-3517.000
34844	0.016229	0.019211	0.001592	0.004529	0.494121	-3505.603
34848	0.017916	0.018749	0.001037	0.004529	0.415145	-3498.686
34852	0.015108	0.027055	0.000772	0.004529	0.611131	-3502.998
34856	0.012469	0.022952	0.000445	0.003600	0.672376	-3509.219
34860	0.013116	0.019452	0.001586	0.003600	0.672376	-3498.142
34864	0.012719	0.019798	0.001912	0.003600	0.672376	-3490.615
34868	0.017098	0.028051	0.001437	0.004337	0.656591	-3492.229
34872	0.021028	0.028670	0.001067	0.005182	0.544788	-3500.486
34876	0.021488	0.032372	0.001522	0.005378	0.803611	-3495.608
34880	0.020192	0.030137	0.001874	0.005378	0.661636	-3507.459
34884	0.016450	0.023875	0.001689	0.004361	0.546960	-3506.678
34888	0.020753	0.029616	0.001557	0.005533	0.559528	-3504.256
34892	0.017676	0.029990	0.001493	0.004944	0.405558	-3517.973
34896	0.020631	0.031722	0.001839	0.005651	0.485293	-3512.897
34900	0.015721	0.036040	0.002928	0.004810	0.523975	-3510.550
34904	0.012806	0.022023	0.001292	0.003361	0.471736	-3493.674
34908	0.013166	0.021884	0.001088	0.003547	0.598394	-3508.737
34912	0.015434	0.023684	0.001174	0.004252	0.272857	-3500.140
34916	0.019004	0.021597	0.002504	0.004200	0.592691	-3487.671
34920	0.020887	0.024636	0.001136	0.003962	0.484270	-3503.406
34924	0.017381	0.026409	0.001266	0.003962	0.611107	-3503.576
34928	0.018179	0.025474	0.000941	0.003962	0.536917	-3502.407
34932	0.018457	0.026390	0.000823	0.003853	0.536917	-3494.736
34936	0.019417	0.025496	0.001049	0.003853	0.540921	-3496.645
34940	0.022150	0.029901	0.001826	0.004656	0.461905	-3502.075
34944	0.021048	0.023837	0.000904	0.004243	0.722624	-3484.702
34948	0.019351	0.029790	0.000627	0.004319	0.457492	-3507.696
34952	0.017625	0.025738	0.001238	0.004319	0.478906	-3525.194
34956	0.015231	0.027303	0.003850	0.004035	0.478906	-3494.068
34960	0.014953	0.020740	0.002800	0.004035	0.495399	-3480.833
34964	0.015368	0.022233	0.003209	0.004035	0.496899	-3505.213
34968	0.019976	0.033626	0.003481	0.004929	0.613655	-3503.084
34972	0.015499	0.026510	0.002040	0.003733	0.400346	-3515.240
34976	0.014622	0.025979	0.003927	0.003733	0.565573	-3502.328
34980	0.012886	0.017482	0.001637	0.003471	0.405764	-3520.388
34984	0.015893	0.023888	0.000855	0.004041	0.675873	-3508.173
34988	0.016413	0.028876	0.001295	0.004024	0.703387	-3497.112
34992	0.015630	0.018951	0.001377	0.003737	0.703387	-3491.947
34996	0.014710	0.022004	0.001243	0.003606	0.703387	-3502.831
35000	0.014414	0.024766	0.001512	0.003606	0.625342	-3508.567
35004	0.014248	0.023073	0.001079	0.003479	0.404940	-3513.595
35008	0.017284	0.026754	0.001549	0.004879	0.541016	-3488.972
35012	0.016404	0.025816	0.001732	0.004184	0.541016	-3514.791
35016	0.011992	0.015695	0.001402	0.002898	0.383674	-3538.167
35020	0.010980	0.016895	0.001413	0.002913	0.505733	-3504.664
35024	0.012002	0.014946	0.001164	0.002913	0.434094	-3525.935
35028	0.011947	0.019193	0.001077	0.002966	0.612064	-3486.209
35032	0.011503	0.017028	0.001366	0.002591	0.524444	-3500.329
35036	0.013906	0.017294	0.000753	0.002848	0.370065	-3497.630
35040	0.016883	0.020376	0.000794	0.003458	0.643551	-3489.702
35044	0.017279	0.019117	0.000486	0.003030	0.643551	-3504.629
35048	0.016457	0.022963	0.000852	0.003480	0.329433	-3502.666
35052	0.013549	0.016672	0.000866	0.003014	0.329433	-3525.482
35056	0.016435	0.023434	0.001059	0.003721	0.483712	-3517.708
35060	0.015660	0.018768	0.001092	0.003721	0.510158	-3518.238
35064	0.017973	0.023038	0.001202	0.004224	0.583245	-3516.307
35068	0.017749	0.018583	0.002548	0.003846	0.623158	-3519.140
35072	0.016568	0.021282	0.001702	0.003842	0.547188	-3529.279
35076	0.012934	0.019834	0.002088	0.002932	0.828321	-3507.934
35080	0.015645	0.025057	0.001432	0.003467	0.567581	-3525.593
35084	0.017197	0.023070	0.001223	0.003913	0.575350	-3514.727
35088	0.015562	0.021294	0.001219	0.003913	0.493539	-3549.492
35092	0.013733	0.020877	0.000935	0.003349	0.508396	-3513.918
35096	0.014008	0.022926	0.001252	0.003415	0.343711	-3504.506
35100	0.012559	0.021168	0.001543	0.003061	0.367395	-3517.790
35104	0.014234	0.021737	0.002471	0.004186	0.367169	-3516.913
35108	0.014394	0.028714	0.002770	0.004186	0.367169	-3492.556
35112	0.015049	0.024993	0.002591	0.004186	0.300092	-3484.824
35116	0.014653	0.017982	0.003101	0.003599	0.435549	-3500.770
35120	0.015184	0.015937	0.001263	0.003599	0.262917	-3518.254
35124	0.016123	0.022808	0.001457	0.003955	0.402676	-3513.186
35128	0.016794	0.022980	0.001491	0.003729	0.402676	-3523.594
35132	0.017195	0.020334	0.001986	0.003729	0.470389	-3505.664
35136	0.017411	0.024301	0.001084	0.003729	0.486073	-3500.443
35140	0.018733	0.023116	0.002135	0.003729	0.500089	-3495.282
35144	0.020987	0.017774	0.001206	0.003754	0.448448	-3521.895
35148	0.025427	0.022322	0.001323	0.004195	0.413413	-3527.321
35152	0.020601	0.021177	0.000556	0.003446	0.775970	-3502.939
35156	0.018218	0.018104	0.000766	0.003446	0.971492	-3496.499
35160	0.016623	0.018485	0.000666	0.003045	0.682427	-3502.528
35164	0.014580	0.018956	0.001158	0.002778	0.608645	-3500.208
35168	0.012933	0.016038	0.001430	0.002698	0.608645	-3504.036
35172	0.013941	0.015567	0.001518	0.002787	0.399798	-3509.180
35176	0.014779	0.019159	0.000852	0.002787	0.221044	-3497.318
35180	0.015873	0.016231	0.001076	0.002787	0.371292	-3509.960
35184	0.015877	0.018962	0.001602	0.003104	0.559600	-3507.484
35188	0.017915	0.020982	0.001596	0.002977	0.897833	-3514.199
35192	0.019185	0.023280	0.001468	0.003229	0.603416	-3497.250
35196	0.021708	0.020737	0.002001	0.003229	0.603416	-3498.804
35200	0.020237	0.017085	0.002564	0.003081	0.505170	-3507.279
35204	0.020836	0.024230	0.001775	0.003366	0.505170	-3514.493
35208	0.018681	0.020814	0.001480	0.003001	0.495904	-3529.525
35212	0.023878	0.025730	0.002730	0.003399	0.595105	-3520.348
35216	0.020667	0.027188	0.001845	0.003399	0.492600	-3531.161
35220	0.022787	0.025170	0.002100	0.003399	0.492600	-3524.754
35224	0.021179	0.019328	0.001726	0.003279	0.764056	-3533.835
35228	0.024780	0.018274	0.002100	0.003572	0.649582	-3520.076
35232	0.021154	0.017497	0.003619	0.003139	0.264107	-3511.921
35236	0.019746	0.014877	0.002201	0.003139	0.473576	-3525.367
35240	0.023392	0.022697	0.002349	0.003617	0.517144	-3529.299
35244	0.019388	0.020690	0.002116	0.003255	0.800575	-3518.776
35248	0.022292	0.021774	0.002684	0.003864	0.761585	-3541.693
35252	0.029149	0.027363	0.002425	0.005033	0.761585	-3533.499
35256	0.024864	0.024767	0.001907	0.004490	0.415488	-3543.507
35260	0.029431	0.031563	0.002395	0.005290	0.573897	-3505.980
35264	0.033071	0.040434	0.002195	0.005687	0.760663	-3511.822
35268	0.035086	0.035295	0.002118	0.005687	0.559038	-3537.177
35272	0.030097	0.030658	0.004365	0.005687	0.559038	-3516.766
35276	0.029686	0.037251	0.002145	0.005687	0.387299	-3499.838
35280	0.022415	0.024618	0.002100	0.004611	0.842067	-3489.816
35284	0.024617	0.030139	0.002259	0.005042	0.549205	-3520.443
35288	0.028417	0.030132	0.002518	0.004954	0.776280	-3533.418
35292	0.021858	0.029068	0.002937	0.004954	0.533162	-3506.059
35296	0.024745	0.026516	0.005229	0.004615	0.533162	-3494.029
35300	0.027423	0.034890	0.006973	0.005184	0.487391	-3510.446
35304	0.025213	0.039966	0.003819	0.004377	0.478693	-3506.034
35308	0.027642	0.033728	0.004482	0.004696	0.598655	-3497.962
35312	0.023170	0.032163	0.003235	0.004331	0.371075	-3501.360
35316	0.022273	0.025856	0.001876	0.003872	0.555149	-3505.827
35320	0.015772	0.018770	0.001533	0.002883	0.615603	-3503.404
35324	0.014622	0.017280	0.001242	0.002786	0.548250	-3519.993
35328	0.013573	0.015397	0.001505	0.002786	0.508447	-3525.033
35332	0.010283	0.015948	0.000999	0.002786	0.601401	-3518.994
35336	0.015127	0.025597	0.002285	0.003222	0.601401	-3486.323
35340	0.013914	0.019178	0.001774	0.003405	0.451949	-3490.324
35344	0.013014	0.023970	0.001786	0.003347	0.509184	-3499.632
35348	0.015744	0.030529	0.001685	0.004112	0.726248	-3492.740
35352	0.015091	0.023562	0.001433	0.004343	0.638412	-3478.758
35356	0.016688	0.022275	0.001416	0.004253	0.841433	-3498.548
35360	0.016989	0.021596	0.001971	0.004477	0.841433	-3500.527
35364	0.014776	0.016689	0.001909	0.003809	1.015838	-3502.057
35368	0.021100	0.026994	0.001535	0.005440	0.462104	-3492.329
35372	0.022114	0.027566	0.001125	0.005440	0.462104	-3493.084
35376	0.017928	0.024446	0.000593	0.004455	0.632484	-3507.998
35380	0.017991	0.016424	0.001122	0.004032	0.632484	-3507.800
35384	0.015147	0.021511	0.000671	0.004032	0.581458	-3492.319
35388	0.016950	0.020269	0.000614	0.004032	0.611985	-3509.084
35392	0.017320	0.019316	0.001165	0.004032	0.611985	-3502.897
35396	0.017137	0.022901	0.001319	0.004352	0.469597	-3495.934
35400	0.016802	0.020123	0.001200	0.004352	0.354303	-3488.550
35404	0.015566	0.019362	0.001409	0.003849	0.470308	-3491.738
35408	0.013300	0.020176	0.000963	0.003849	0.443999	-3496.336
35412	0.014679	0.023575	0.001608	0.004014	0.461866	-3532.269
35416	0.016971	0.020673	0.001907	0.004007	0.611502	-3485.777
35420	0.015744	0.027316	0.001329	0.004007	0.535985	-3496.641
35424	0.015642	0.026075	0.001522	0.004689	0.532979	-3484.534
35428	0.021383	0.049369	0.002491	0.006280	0.303904	-3508.532
35432	0.017011	0.037131	0.002413	0.005460	0.635158	-3519.226
35436	0.017608	0.036881	0.001892	0.005460	0.606894	-3511.400
35440	0.021744	0.040969	0.002708	0.005611	0.569909	-3512.112
35444	0.021097	0.038841	0.002173	0.005611	0.569909	-3498.825
35448	0.023479	0.043475	0.002478	0.005611	0.569909	-3504.313
35452	0.021025	0.034386	0.002006	0.004657	0.569909	-3495.229
35456	0.020489	0.039559	0.002162	0.004657	0.890234	-3508.160
35460	0.020612	0.042591	0.001700	0.004610	0.442025	-3475.495
35464	0.017388	0.031339	0.001824	0.003667	0.525421	-3480.317
35468	0.016856	0.023240	0.001666	0.003414	0.785722	-3468.858
35472	0.017393	0.027625	0.002104	0.003555	0.619580	-3468.262
35476	0.016007	0.020519	0.002316	0.003555	0.551617	-3486.638
35480	0.020150	0.024104	0.003105	0.004067	0.816544	-3492.907
35484	0.016947	0.023104	0.003530	0.004127	0.553955	-3477.803
35488	0.019402	0.022078	0.001619	0.004127	0.413199	-3483.598
35492	0.022253	0.025865	0.001078	0.004563	0.425590	-3482.377
35496	0.018403	0.023947	0.001078	0.003985	0.425590	-3476.652
35500	0.014864	0.018190	0.000868	0.003268	0.428321	-3513.454
35504	0.014559	0.019077	0.001332	0.003268	0.568437	-3515.600
35508	0.013942	0.019119	0.001390	0.003268	0.601571	-3506.626
35512	0.016939	0.020589	0.001595	0.003809	0.849513	-3495.388
35516	0.014309	0.018435	0.001502	0.003029	0.574289	-3500.691
35520	0.012366	0.018997	0.001168	0.003084	0.297826	-3502.317
