Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	lnL
29820	0.015898	0.028795	0.006212	0.002087	-3562.668
29824	0.021005	0.039555	0.007644	0.002961	-3573.232
29828	0.015452	0.026328	0.004966	0.002190	-3567.774
29832	0.015904	0.028345	0.005111	0.002253	-3578.827
29836	0.017057	0.029562	0.006588	0.002253	-3566.216
29840	0.014761	0.028268	0.004139	0.002134	-3545.122
29844	0.016038	0.029006	0.004139	0.002134	-3547.844
29848	0.014109	0.022749	0.003637	0.001880	-3546.735
29852	0.013370	0.023935	0.003772	0.001812	-3546.752
29856	0.016234	0.026197	0.004572	0.002204	-3556.169
29860	0.018158	0.029303	0.005151	0.002448	-3555.059
29864	0.015237	0.024589	0.004183	0.002123	-3537.069
29868	0.017630	0.028451	0.004948	0.002402	-3545.911
29872	0.019723	0.033221	0.005888	0.002526	-3539.956
29876	0.019723	0.033221	0.005813	0.002559	-3534.198
29880	0.018799	0.031449	0.005387	0.002369	-3526.855
29884	0.018799	0.031449	0.005260	0.002426	-3526.037
29888	0.017561	0.030425	0.004264	0.002614	-3538.823
29892	0.018325	0.030425	0.004453	0.002503	-3537.262
29896	0.022489	0.036600	0.004843	0.002783	-3536.244
29900	0.022489	0.036422	0.005080	0.002653	-3535.402
29904	0.021717	0.035616	0.004857	0.002587	-3526.748
29908	0.017740	0.028267	0.003663	0.002094	-3536.498
29912	0.020092	0.033390	0.003795	0.002592	-3528.976
29916	0.019188	0.033390	0.004143	0.002374	-3556.912
29920	0.019188	0.035180	0.004143	0.002374	-3549.231
29924	0.016050	0.030340	0.003466	0.001986	-3556.581
29928	0.013771	0.025673	0.002974	0.001704	-3559.049
29932	0.017330	0.030589	0.003281	0.002192	-3544.054
29936	0.016167	0.030589	0.003528	0.002039	-3569.250
29940	0.016054	0.030624	0.003503	0.002025	-3578.802
29944	0.018632	0.036182	0.004066	0.002350	-3558.248
29948	0.022427	0.043552	0.004894	0.002829	-3563.811
29952	0.022427	0.043552	0.005119	0.002704	-3554.421
29956	0.020217	0.042702	0.005093	0.002456	-3566.012
29960	0.020045	0.042339	0.003898	0.002436	-3550.498
29964	0.020045	0.044175	0.004720	0.002501	-3535.495
29968	0.028436	0.059722	0.006381	0.003381	-3537.878
29972	0.028140	0.058176	0.005933	0.003561	-3537.880
29976	0.021342	0.042291	0.004373	0.002779	-3543.562
29980	0.017169	0.035674	0.003651	0.002368	-3551.713
29984	0.018369	0.037136	0.004282	0.002311	-3531.293
29988	0.017333	0.036686	0.003059	0.002311	-3546.294
29992	0.015993	0.033849	0.003067	0.001963	-3542.265
29996	0.015993	0.033849	0.003067	0.001963	-3548.768
30000	0.015993	0.031905	0.003010	0.002000	-3576.614
30004	0.014323	0.027984	0.002696	0.001791	-3556.228
30008	0.016732	0.032692	0.003163	0.002083	-3549.527
30012	0.017532	0.032692	0.003163	0.002083	-3551.080
30016	0.017517	0.031599	0.003160	0.002082	-3542.432
30020	0.020201	0.035196	0.003645	0.002401	-3526.363
30024	0.024671	0.043444	0.005770	0.002932	-3523.153
30028	0.024671	0.042801	0.006936	0.002804	-3533.461
30032	0.023396	0.040588	0.006559	0.002666	-3520.244
30036	0.021554	0.039975	0.006355	0.002583	-3545.631
30040	0.019971	0.035473	0.005399	0.002610	-3537.458
30044	0.017122	0.028250	0.004560	0.001960	-3535.136
30048	0.019317	0.033229	0.005147	0.002447	-3525.412
30052	0.017194	0.030323	0.004581	0.002178	-3534.295
30056	0.015332	0.028163	0.004085	0.001942	-3530.487
30060	0.014985	0.029446	0.004085	0.001942	-3546.377
30064	0.016973	0.030798	0.003932	0.002018	-3552.336
30068	0.016973	0.029895	0.003932	0.002018	-3532.102
30072	0.012651	0.022283	0.002743	0.001607	-3523.606
30076	0.015677	0.029056	0.003399	0.001992	-3522.918
30080	0.012540	0.021423	0.002511	0.001665	-3526.782
30084	0.015010	0.025642	0.003006	0.001993	-3536.372
30088	0.013456	0.023741	0.002866	0.001901	-3545.277
30092	0.020138	0.033168	0.004004	0.002655	-3528.315
30096	0.016702	0.027509	0.003127	0.002339	-3534.139
30100	0.016070	0.026468	0.003008	0.002251	-3516.502
30104	0.015162	0.027589	0.003008	0.002251	-3529.984
30108	0.015162	0.026578	0.005771	0.002244	-3525.989
30112	0.017377	0.029099	0.005471	0.002492	-3542.414
30116	0.014541	0.024631	0.004156	0.002297	-3519.990
30120	0.014541	0.024631	0.005550	0.002147	-3526.099
30124	0.013952	0.023635	0.005326	0.002060	-3521.797
30128	0.013952	0.022271	0.007416	0.001923	-3528.091
30132	0.014124	0.022271	0.007107	0.002006	-3517.485
30136	0.014046	0.020975	0.007068	0.001995	-3525.271
30140	0.014163	0.020385	0.007127	0.002012	-3529.516
30144	0.014163	0.020216	0.006500	0.001861	-3528.345
30148	0.012222	0.017445	0.004762	0.001606	-3528.619
30152	0.015219	0.022859	0.005739	0.002066	-3533.303
30156	0.015219	0.022859	0.006284	0.002066	-3541.177
30160	0.017803	0.026740	0.007341	0.002127	-3531.618
30164	0.017914	0.024510	0.006269	0.002183	-3535.559
30168	0.017063	0.025178	0.006406	0.002136	-3518.281
30172	0.017063	0.025178	0.005844	0.002341	-3527.575
30176	0.015775	0.023257	0.004178	0.002306	-3547.298
30180	0.017566	0.030030	0.006392	0.002542	-3552.113
30184	0.014355	0.025786	0.005733	0.002280	-3517.683
30188	0.017526	0.027531	0.007103	0.002583	-3524.795
30192	0.017442	0.026300	0.007558	0.002404	-3504.070
30196	0.016441	0.024792	0.006972	0.002334	-3542.050
30200	0.018442	0.027943	0.007418	0.002801	-3523.799
30204	0.016011	0.024259	0.006838	0.002291	-3515.620
30208	0.016229	0.024313	0.006804	0.002312	-3540.538
30212	0.015574	0.023209	0.005763	0.002219	-3514.482
30216	0.018162	0.027064	0.005624	0.002791	-3516.283
30220	0.018267	0.027865	0.006085	0.002609	-3519.475
30224	0.019347	0.029513	0.006445	0.002764	-3526.789
30228	0.021162	0.033416	0.007246	0.002941	-3554.215
30232	0.014980	0.025710	0.006111	0.002263	-3519.311
30236	0.014980	0.026959	0.006085	0.002272	-3542.196
30240	0.013265	0.023873	0.003769	0.002012	-3533.458
30244	0.013265	0.024804	0.003769	0.002012	-3547.183
30248	0.013265	0.025628	0.003769	0.002012	-3554.493
30252	0.013256	0.025610	0.003813	0.001986	-3534.699
30256	0.013256	0.025610	0.004667	0.001986	-3530.665
30260	0.013945	0.026941	0.004633	0.002214	-3531.837
30264	0.015198	0.031047	0.006550	0.002357	-3528.843
30268	0.013955	0.028507	0.005398	0.002164	-3538.361
30272	0.013955	0.028598	0.005679	0.002057	-3515.712
30276	0.017435	0.033860	0.006901	0.002436	-3535.119
30280	0.015053	0.029235	0.005805	0.002287	-3525.272
30284	0.014611	0.030375	0.007313	0.002355	-3547.100
30288	0.011957	0.023675	0.005984	0.001927	-3530.969
30292	0.011957	0.022996	0.006860	0.001927	-3526.818
30296	0.013113	0.022996	0.006943	0.002228	-3536.069
30300	0.013113	0.023904	0.007066	0.002189	-3546.140
30304	0.014451	0.026342	0.007617	0.002413	-3530.462
30308	0.016301	0.029714	0.008592	0.002721	-3533.698
30312	0.016197	0.030197	0.008778	0.002751	-3552.566
30316	0.016197	0.031189	0.008594	0.002810	-3536.610
30320	0.016247	0.033034	0.009265	0.002769	-3545.334
30324	0.016247	0.032187	0.009216	0.002784	-3547.235
30328	0.016247	0.032286	0.006777	0.002630	-3532.611
30332	0.016247	0.033047	0.006473	0.002753	-3527.943
30336	0.014753	0.030964	0.005588	0.002630	-3523.395
30340	0.014753	0.029458	0.006431	0.002630	-3524.507
30344	0.014613	0.027274	0.006553	0.002458	-3534.580
30348	0.014613	0.025785	0.005201	0.002500	-3520.403
30352	0.015338	0.029214	0.005608	0.002412	-3525.845
30356	0.013940	0.027738	0.004772	0.002341	-3506.728
30360	0.019638	0.035849	0.006475	0.003130	-3546.490
30364	0.017981	0.035585	0.007299	0.003096	-3547.047
30368	0.019922	0.037530	0.007427	0.003043	-3526.222
30372	0.018200	0.034287	0.007222	0.002612	-3543.476
30376	0.018200	0.034287	0.007129	0.002646	-3547.917
30380	0.018893	0.038889	0.008789	0.002655	-3525.736
30384	0.017897	0.035843	0.008326	0.002515	-3520.115
30388	0.017897	0.035843	0.009015	0.002323	-3530.642
30392	0.017897	0.034533	0.006792	0.002310	-3530.301
30396	0.017897	0.034533	0.006997	0.002242	-3525.999
30400	0.016833	0.032479	0.006253	0.002108	-3517.065
30404	0.016833	0.032479	0.005254	0.002172	-3540.555
30408	0.015001	0.028944	0.005040	0.001799	-3520.598
30412	0.018547	0.033562	0.006362	0.002070	-3511.267
30416	0.015533	0.030489	0.004762	0.001889	-3523.807
30420	0.017765	0.034871	0.005446	0.002161	-3509.762
30424	0.015808	0.031029	0.004948	0.001883	-3520.404
30428	0.016462	0.033444	0.005165	0.001956	-3523.961
30432	0.019601	0.039605	0.006258	0.002289	-3531.275
30436	0.015135	0.032482	0.003897	0.001912	-3528.465
30440	0.017704	0.039570	0.004559	0.002237	-3545.029
30444	0.021044	0.048523	0.005419	0.002659	-3546.479
30448	0.022912	0.052833	0.005609	0.003046	-3561.225
30452	0.022912	0.052833	0.005645	0.003026	-3552.446
30456	0.022912	0.052833	0.005692	0.003001	-3532.416
30460	0.021948	0.051691	0.006532	0.002615	-3548.512
30464	0.023441	0.051691	0.005988	0.002853	-3530.723
30468	0.023441	0.051691	0.006350	0.002690	-3540.855
30472	0.020760	0.047076	0.005502	0.002575	-3551.129
30476	0.020760	0.046642	0.005502	0.002575	-3576.105
30480	0.024779	0.054633	0.005951	0.003093	-3589.601
30484	0.021127	0.046546	0.005030	0.002670	-3576.166
30488	0.018015	0.039692	0.005080	0.002379	-3552.488
30492	0.018082	0.039837	0.004314	0.002302	-3536.783
30496	0.015670	0.034523	0.003739	0.001995	-3530.384
30500	0.018076	0.038466	0.004388	0.002262	-3530.920
30504	0.016845	0.037155	0.004388	0.002262	-3533.644
30508	0.015557	0.037155	0.005161	0.001923	-3530.267
30512	0.018144	0.042256	0.005870	0.002187	-3529.971
30516	0.013293	0.032368	0.004636	0.001486	-3538.879
30520	0.013293	0.031876	0.004091	0.001685	-3527.686
30524	0.014093	0.033944	0.003264	0.001794	-3533.431
30528	0.014982	0.033944	0.003936	0.001770	-3532.033
30532	0.015825	0.035855	0.004157	0.001870	-3540.978
30536	0.015825	0.035855	0.005110	0.001870	-3509.328
30540	0.014993	0.035855	0.005110	0.001870	-3541.942
30544	0.014993	0.035855	0.005110	0.001870	-3539.477
30548	0.014329	0.035531	0.005235	0.001916	-3551.779
30552	0.016635	0.042089	0.006077	0.002224	-3535.989
30556	0.013693	0.033744	0.005129	0.001785	-3514.029
30560	0.011680	0.032237	0.005775	0.001635	-3524.004
30564	0.011680	0.033208	0.004378	0.001635	-3539.256
30568	0.011188	0.031810	0.004183	0.001570	-3525.551
30572	0.012289	0.034939	0.004595	0.001724	-3525.844
30576	0.012617	0.036656	0.004384	0.001905	-3527.285
30580	0.016010	0.043963	0.005258	0.002285	-3533.678
30584	0.014275	0.038288	0.004803	0.001989	-3529.984
30588	0.017179	0.043070	0.004176	0.002138	-3538.330
30592	0.017946	0.043963	0.004120	0.002364	-3555.779
30596	0.016473	0.043352	0.004187	0.002155	-3532.173
30600	0.015213	0.040036	0.004102	0.002014	-3546.278
30604	0.015213	0.039428	0.004156	0.001987	-3558.270
30608	0.014822	0.039428	0.004497	0.001837	-3532.847
30612	0.015530	0.043826	0.004783	0.002145	-3534.325
30616	0.018016	0.051845	0.006305	0.002190	-3523.110
30620	0.018016	0.050979	0.005027	0.002190	-3529.136
30624	0.018016	0.050979	0.004657	0.002364	-3520.702
30628	0.014181	0.044250	0.003962	0.002011	-3520.661
30632	0.012659	0.039502	0.003632	0.001749	-3516.859
30636	0.012616	0.036731	0.003707	0.001481	-3520.041
30640	0.014547	0.041427	0.004224	0.001729	-3522.823
30644	0.018802	0.053543	0.005189	0.002350	-3527.417
30648	0.018266	0.053543	0.005354	0.002278	-3513.489
30652	0.018939	0.056187	0.006646	0.002429	-3525.476
30656	0.016645	0.048367	0.005203	0.002129	-3532.422
30660	0.014562	0.044719	0.005042	0.001870	-3536.784
30664	0.015274	0.051224	0.006146	0.002013	-3524.809
30668	0.015274	0.051224	0.005452	0.001905	-3536.107
30672	0.015759	0.053552	0.005768	0.001965	-3540.013
30676	0.015583	0.054113	0.005295	0.002093	-3530.995
30680	0.016383	0.055290	0.005656	0.001959	-3514.714
30684	0.021891	0.071750	0.006674	0.002618	-3516.247
30688	0.020722	0.072209	0.006695	0.002610	-3510.575
30692	0.019655	0.072209	0.006695	0.002610	-3528.078
30696	0.016286	0.059531	0.006850	0.002172	-3530.632
30700	0.017047	0.058337	0.006130	0.002347	-3540.165
30704	0.013553	0.050991	0.005704	0.001855	-3532.649
30708	0.013553	0.049573	0.005008	0.001818	-3534.568
30712	0.013553	0.047475	0.005008	0.001818	-3542.683
30716	0.016517	0.057860	0.006724	0.002011	-3541.723
30720	0.015685	0.054944	0.006385	0.001910	-3535.986
30724	0.017850	0.061174	0.007267	0.002173	-3536.588
30728	0.016539	0.056960	0.007819	0.002009	-3527.234
30732	0.017825	0.060183	0.006767	0.002279	-3545.705
30736	0.016035	0.054418	0.006703	0.001862	-3550.164
30740	0.017249	0.059927	0.007976	0.002003	-3528.661
30744	0.013701	0.046301	0.005552	0.001717	-3561.640
30748	0.013701	0.046301	0.005552	0.001717	-3551.552
30752	0.016968	0.057005	0.006033	0.002053	-3540.247
30756	0.013376	0.048089	0.005022	0.001709	-3541.644
30760	0.018945	0.066222	0.007661	0.002248	-3517.524
30764	0.018626	0.063725	0.006927	0.002210	-3536.065
30768	0.015931	0.053501	0.007164	0.001860	-3551.791
30772	0.020166	0.064012	0.008109	0.002352	-3538.017
30776	0.019197	0.059177	0.007390	0.002143	-3549.999
30780	0.019988	0.062763	0.010337	0.002297	-3534.553
30784	0.020816	0.062763	0.010337	0.002297	-3557.965
30788	0.024881	0.075020	0.012979	0.002877	-3564.134
30792	0.024394	0.075020	0.013450	0.002776	-3534.223
30796	0.023033	0.074916	0.014611	0.002556	-3534.384
30800	0.025086	0.081596	0.015943	0.002778	-3526.553
30804	0.021116	0.067073	0.014284	0.002356	-3521.787
30808	0.019120	0.056212	0.011832	0.002122	-3530.545
30812	0.019203	0.057943	0.011946	0.002233	-3535.405
30816	0.022393	0.067569	0.013931	0.002604	-3541.469
30820	0.018806	0.056747	0.010801	0.002187	-3542.488
30824	0.018956	0.053486	0.010181	0.002061	-3523.441
30828	0.013412	0.037841	0.007203	0.001458	-3519.943
30832	0.013223	0.037309	0.007101	0.001438	-3536.592
30836	0.016020	0.041517	0.007340	0.001742	-3538.540
30840	0.013783	0.034658	0.006490	0.001459	-3534.507
30844	0.014330	0.035304	0.005544	0.001486	-3524.141
30848	0.015365	0.036555	0.005247	0.001607	-3542.040
30852	0.013962	0.032332	0.005629	0.001460	-3529.548
30856	0.016991	0.039348	0.007947	0.001777	-3535.103
30860	0.018378	0.041727	0.007097	0.001922	-3535.801
30864	0.015031	0.032817	0.006439	0.001630	-3523.146
30868	0.016282	0.032571	0.006975	0.001765	-3509.189
30872	0.016282	0.031607	0.006975	0.001765	-3523.983
30876	0.018256	0.035438	0.005900	0.001979	-3531.577
30880	0.021504	0.044221	0.007409	0.002187	-3524.891
30884	0.021735	0.046062	0.005153	0.002278	-3538.143
30888	0.017852	0.042002	0.005492	0.001982	-3536.777
30892	0.017852	0.042002	0.005492	0.001982	-3539.077
30896	0.013995	0.031437	0.004501	0.001487	-3526.892
30900	0.015261	0.031437	0.004320	0.001549	-3515.454
30904	0.017528	0.038140	0.004784	0.001845	-3523.354
30908	0.020363	0.041037	0.004632	0.002088	-3540.432
30912	0.021491	0.045007	0.004889	0.002204	-3524.087
30916	0.026108	0.054677	0.007670	0.002816	-3532.349
30920	0.031869	0.063493	0.007980	0.003308	-3517.397
30924	0.027163	0.056388	0.007532	0.002764	-3504.233
30928	0.033159	0.068836	0.010248	0.003645	-3503.237
30932	0.031060	0.067428	0.009165	0.003323	-3515.891
30936	0.031060	0.066407	0.009142	0.003332	-3524.398
30940	0.030774	0.070990	0.010401	0.003346	-3522.558
30944	0.026413	0.060930	0.008927	0.002872	-3518.426
30948	0.026413	0.060930	0.008304	0.003088	-3525.837
30952	0.026971	0.060196	0.008464	0.002957	-3512.151
30956	0.026971	0.060615	0.007651	0.003271	-3513.799
30960	0.021271	0.050419	0.006306	0.002746	-3524.427
30964	0.018054	0.039603	0.005505	0.002042	-3527.584
30968	0.017378	0.037529	0.005285	0.002070	-3530.486
30972	0.017378	0.036475	0.006176	0.002122	-3552.760
30976	0.015167	0.030925	0.005798	0.001836	-3534.410
30980	0.015167	0.030925	0.005828	0.001827	-3521.553
30984	0.015167	0.030194	0.005828	0.001827	-3537.950
30988	0.013595	0.028590	0.005224	0.001637	-3529.806
30992	0.012813	0.028590	0.005224	0.001637	-3550.525
30996	0.013325	0.030902	0.006433	0.001718	-3541.005
31000	0.013163	0.029248	0.006355	0.001697	-3543.511
31004	0.013163	0.027782	0.006381	0.001690	-3543.923
31008	0.016629	0.032060	0.006791	0.002160	-3542.153
31012	0.020168	0.035953	0.006926	0.002296	-3533.245
31016	0.020168	0.036859	0.007312	0.002423	-3514.571
31020	0.020667	0.037028	0.007619	0.002451	-3524.340
31024	0.022542	0.040387	0.008222	0.002702	-3520.003
31028	0.021255	0.035981	0.006260	0.002493	-3519.478
31032	0.018729	0.031197	0.005083	0.002193	-3546.180
31036	0.017156	0.028577	0.005107	0.002089	-3539.492
31040	0.018852	0.029699	0.005466	0.002108	-3533.532
31044	0.017724	0.027010	0.005046	0.002018	-3538.700
31048	0.015788	0.027518	0.004724	0.001971	-3550.761
31052	0.015788	0.028692	0.005959	0.001844	-3530.582
31056	0.013139	0.024675	0.004485	0.001673	-3528.200
31060	0.011828	0.021468	0.004037	0.001506	-3533.021
31064	0.011828	0.021018	0.004037	0.001506	-3531.848
31068	0.009757	0.017338	0.003316	0.001248	-3555.386
31072	0.011743	0.020866	0.003960	0.001513	-3547.080
31076	0.011990	0.022080	0.004877	0.001621	-3520.452
31080	0.013256	0.025266	0.005401	0.001789	-3553.904
31084	0.010419	0.021166	0.004299	0.001424	-3569.252
31088	0.011600	0.022780	0.003561	0.001501	-3539.718
31092	0.013760	0.026440	0.004224	0.001780	-3528.902
31096	0.013760	0.025175	0.003423	0.001780	-3537.652
31100	0.012630	0.025175	0.003656	0.001666	-3546.061
31104	0.013425	0.024140	0.004611	0.001680	-3544.416
31108	0.013425	0.024140	0.004757	0.001628	-3536.276
31112	0.012111	0.021332	0.003787	0.001484	-3551.492
31116	0.015347	0.028143	0.004471	0.002018	-3548.166
31120	0.017280	0.031687	0.005033	0.002272	-3558.138
31124	0.019733	0.034233	0.005748	0.002594	-3549.526
31128	0.015260	0.025921	0.004352	0.001964	-3535.940
31132	0.015260	0.025921	0.004352	0.001964	-3553.083
31136	0.015260	0.025400	0.004147	0.001964	-3540.543
31140	0.015260	0.023722	0.004147	0.001964	-3557.596
31144	0.015260	0.023722	0.003960	0.002058	-3550.543
31148	0.015380	0.022929	0.003923	0.002038	-3556.479
31152	0.015380	0.023907	0.003889	0.002056	-3543.477
31156	0.015380	0.022953	0.004017	0.001990	-3553.817
31160	0.015024	0.021803	0.004879	0.001900	-3537.754
31164	0.020308	0.027363	0.006124	0.002385	-3538.962
31168	0.023510	0.032316	0.006639	0.002948	-3562.495
31172	0.023510	0.032316	0.006909	0.002833	-3552.614
31176	0.020903	0.029689	0.006563	0.002358	-3554.299
31180	0.024131	0.034956	0.007402	0.002552	-3545.602
31184	0.020008	0.027833	0.006888	0.002280	-3534.434
31188	0.019808	0.028778	0.006504	0.002366	-3540.481
31192	0.016764	0.025749	0.005504	0.002003	-3559.076
31196	0.016764	0.024801	0.005504	0.002003	-3546.931
31200	0.016764	0.024801	0.005128	0.002150	-3561.865
31204	0.014738	0.021803	0.004011	0.001890	-3560.244
31208	0.016948	0.025074	0.005310	0.001888	-3550.210
31212	0.016315	0.026015	0.005482	0.001991	-3555.417
31216	0.016853	0.026872	0.005900	0.001974	-3560.297
31220	0.016571	0.026422	0.005822	0.001934	-3551.770
31224	0.016499	0.026307	0.003871	0.001905	-3543.331
31228	0.016963	0.027102	0.005241	0.001906	-3526.028
31232	0.016773	0.026797	0.004727	0.002066	-3548.424
31236	0.015283	0.024222	0.004307	0.001883	-3534.838
31240	0.012653	0.020369	0.003622	0.001583	-3537.347
31244	0.015335	0.025886	0.004390	0.001919	-3552.717
31248	0.014742	0.023473	0.004492	0.001733	-3568.678
31252	0.013898	0.021685	0.004462	0.001551	-3547.776
31256	0.015464	0.024128	0.006714	0.001726	-3542.672
31260	0.019767	0.027189	0.006830	0.002154	-3537.207
31264	0.020713	0.028305	0.008051	0.002303	-3550.174
31268	0.021017	0.028354	0.007694	0.002481	-3548.613
31272	0.021366	0.029191	0.008204	0.002333	-3547.593
31276	0.021578	0.028048	0.006725	0.002564	-3551.808
31280	0.026302	0.033483	0.009346	0.003065	-3553.861
31284	0.021893	0.029746	0.008374	0.002699	-3540.491
31288	0.021893	0.029746	0.008975	0.002519	-3542.536
31292	0.021893	0.029746	0.009504	0.002378	-3541.231
31296	0.025708	0.034929	0.010712	0.002910	-3548.018
31300	0.022468	0.033250	0.009361	0.002543	-3550.010
31304	0.021066	0.030235	0.007553	0.002312	-3549.426
31308	0.019793	0.031800	0.007553	0.002312	-3551.738
31312	0.019617	0.031518	0.007948	0.002159	-3548.650
31316	0.023325	0.035013	0.009703	0.002500	-3549.106
31320	0.025439	0.038186	0.010036	0.002523	-3564.000
31324	0.026028	0.038186	0.009761	0.002594	-3561.724
31328	0.020392	0.027538	0.007074	0.002197	-3550.462
31332	0.020392	0.027538	0.007074	0.002197	-3550.293
31336	0.017665	0.023856	0.006128	0.001903	-3560.585
31340	0.017552	0.023704	0.006089	0.001891	-3557.305
31344	0.019969	0.028465	0.006232	0.002392	-3552.877
31348	0.016342	0.023294	0.005417	0.001843	-3550.880
31352	0.016476	0.024162	0.005619	0.001911	-3557.710
31356	0.018615	0.027300	0.006709	0.002043	-3571.376
31360	0.019024	0.025774	0.006334	0.001929	-3565.421
31364	0.019297	0.027628	0.006425	0.001957	-3569.904
31368	0.015512	0.022208	0.004948	0.001642	-3553.336
31372	0.018194	0.027266	0.006430	0.001905	-3558.099
31376	0.018194	0.027266	0.007013	0.002081	-3534.310
31380	0.021794	0.030842	0.008379	0.002499	-3553.717
31384	0.020476	0.027771	0.007545	0.002250	-3531.794
31388	0.018592	0.027771	0.008036	0.002113	-3530.112
31392	0.021153	0.033431	0.009104	0.002414	-3541.699
31396	0.014709	0.024206	0.006776	0.001806	-3537.360
31400	0.015644	0.028067	0.008425	0.001843	-3547.108
31404	0.015644	0.028370	0.007925	0.001959	-3549.956
31408	0.016316	0.027938	0.006965	0.002060	-3532.731
31412	0.016316	0.027938	0.006637	0.001872	-3534.885
31416	0.015825	0.028055	0.007426	0.001816	-3528.752
31420	0.013340	0.023169	0.005675	0.001688	-3528.183
31424	0.015219	0.026433	0.007239	0.001723	-3547.718
31428	0.014694	0.024464	0.006463	0.001799	-3534.340
31432	0.017929	0.032034	0.008463	0.002355	-3543.058
31436	0.017929	0.030676	0.008277	0.002158	-3528.705
31440	0.022067	0.035821	0.009665	0.002520	-3554.118
31444	0.022067	0.034813	0.009743	0.002500	-3540.459
31448	0.025234	0.040543	0.011857	0.002786	-3537.491
31452	0.025234	0.040543	0.012277	0.002691	-3545.096
31456	0.022586	0.033600	0.010175	0.002230	-3540.156
31460	0.025690	0.039117	0.012490	0.002617	-3549.331
31464	0.024614	0.037310	0.011199	0.002597	-3558.647
31468	0.024614	0.037310	0.011580	0.002657	-3538.467
31472	0.021570	0.029698	0.010444	0.002263	-3534.907
31476	0.019283	0.026692	0.008394	0.002075	-3538.912
31480	0.019283	0.026692	0.008394	0.002075	-3526.233
31484	0.019283	0.026692	0.009164	0.001901	-3543.356
31488	0.020783	0.024868	0.007949	0.002094	-3556.020
31492	0.024729	0.029590	0.009459	0.002492	-3551.249
31496	0.024729	0.030457	0.009057	0.002602	-3547.712
31500	0.023715	0.026637	0.008271	0.002306	-3533.045
31504	0.023715	0.024917	0.006445	0.002253	-3550.884
31508	0.021911	0.023021	0.005345	0.002207	-3549.524
31512	0.019320	0.020299	0.004921	0.001864	-3552.121
31516	0.022294	0.022757	0.006076	0.002267	-3538.133
31520	0.022294	0.023299	0.004701	0.002067	-3550.161
31524	0.022294	0.023299	0.004701	0.002067	-3537.212
31528	0.022294	0.023299	0.004701	0.002067	-3527.794
31532	0.021541	0.022512	0.004130	0.002196	-3539.060
31536	0.021953	0.022943	0.005254	0.002238	-3540.363
31540	0.021871	0.024577	0.004582	0.002398	-3550.066
31544	0.023376	0.026269	0.004898	0.002563	-3548.190
31548	0.023376	0.026269	0.005678	0.002211	-3543.824
31552	0.023376	0.026269	0.006320	0.002376	-3537.223
31556	0.030879	0.033702	0.007765	0.003183	-3551.022
31560	0.025212	0.028648	0.006404	0.002788	-3537.910
31564	0.023959	0.028648	0.007414	0.002409	-3519.058
31568	0.023674	0.028307	0.008899	0.002217	-3529.853
31572	0.028766	0.035684	0.010813	0.002694	-3542.856
31576	0.028766	0.036052	0.010718	0.002718	-3532.624
31580	0.031763	0.037435	0.011512	0.002880	-3529.825
31584	0.035211	0.041499	0.012762	0.003192	-3564.829
31588	0.033751	0.040817	0.013352	0.002804	-3546.147
31592	0.028983	0.036033	0.010836	0.002548	-3548.247
31596	0.026252	0.032638	0.010068	0.002249	-3533.010
31600	0.031651	0.042071	0.011137	0.002956	-3546.062
31604	0.035732	0.048463	0.013906	0.003280	-3530.394
31608	0.037554	0.049465	0.013906	0.003280	-3536.227
31612	0.033119	0.043623	0.011002	0.002752	-3529.966
31616	0.035083	0.042708	0.009698	0.003029	-3513.914
31620	0.035083	0.043550	0.010739	0.002814	-3536.750
31624	0.038087	0.046539	0.012146	0.003173	-3529.098
31628	0.035484	0.043704	0.009276	0.002980	-3520.711
31632	0.040793	0.048782	0.009628	0.003542	-3514.631
31636	0.040793	0.048782	0.010244	0.003329	-3519.392
31640	0.037186	0.044469	0.009338	0.003035	-3510.188
31644	0.046151	0.054312	0.008813	0.003835	-3502.919
31648	0.038908	0.045789	0.007806	0.003077	-3525.685
31652	0.029648	0.035335	0.006850	0.002345	-3519.909
31656	0.024813	0.029572	0.005626	0.002000	-3522.141
31660	0.028975	0.033020	0.005836	0.002403	-3534.107
31664	0.032185	0.038207	0.007872	0.002781	-3527.475
31668	0.027984	0.033829	0.007559	0.002407	-3543.731
31672	0.027984	0.033829	0.007501	0.002426	-3554.196
31676	0.027984	0.033829	0.008405	0.002464	-3560.264
31680	0.026313	0.030699	0.008384	0.002184	-3532.837
31684	0.027051	0.031560	0.009199	0.002246	-3539.699
31688	0.025917	0.030494	0.009199	0.002246	-3553.755
31692	0.026424	0.032009	0.008771	0.002448	-3539.217
31696	0.028367	0.035258	0.010139	0.002441	-3535.351
31700	0.029286	0.036401	0.011299	0.002581	-3531.905
31704	0.032393	0.037743	0.011811	0.002800	-3521.720
31708	0.035562	0.042845	0.013257	0.003007	-3532.066
31712	0.035562	0.042845	0.013540	0.002944	-3517.214
31716	0.031273	0.038634	0.011341	0.002858	-3545.755
31720	0.031273	0.040051	0.011866	0.002732	-3538.861
31724	0.022251	0.030637	0.009106	0.002083	-3544.348
31728	0.019424	0.026745	0.007700	0.001982	-3527.956
31732	0.019424	0.026745	0.006015	0.002031	-3518.854
31736	0.019424	0.028679	0.006542	0.001867	-3521.203
31740	0.019424	0.029738	0.005970	0.002046	-3530.443
